Name,ID,Gender,Age,Country,Genres,Popularity,Followers,URI
Benaia Barabi,0WjQnf1rQ0tY84gGgjrQQ9,male,0,,['israeli mediterranean'],46,271224,spotify:artist:0WjQnf1rQ0tY84gGgjrQQ9
Renée Elise Goldsberry,5VJN4jB6PqqEg4kJiAj6Eu,female,49,US,"['broadway', 'show tunes']",59,30773,spotify:artist:5VJN4jB6PqqEg4kJiAj6Eu
NiziU,3z8diLlUCkN1j9N9ZdnfBJ,mixed,0,JP,['j-pop'],59,1062760,spotify:artist:3z8diLlUCkN1j9N9ZdnfBJ
Kamatos,3aANIxbg5GNj2aGxxpg4Mr,,0,,[],20,4417,spotify:artist:3aANIxbg5GNj2aGxxpg4Mr
O.S.T.R.,52XMlxvCIzmiNkzSqEw3Uv,male,40,PL,['polish hip hop'],53,425604,spotify:artist:52XMlxvCIzmiNkzSqEw3Uv
Gaho,3ybZTNrlK0QhL4rBxfLHOc,male,22,KR,['k-pop'],51,364818,spotify:artist:3ybZTNrlK0QhL4rBxfLHOc
Li Yugang,3PI2UCRk6X5prLnFr05QQK,male,0,CN,"['chinese viral pop', 'mainland chinese pop', 'mandopop']",37,52890,spotify:artist:3PI2UCRk6X5prLnFr05QQK
N'Samble,7Ksq8BTaGcbM7OgVQi3y8f,mixed,0,PE,['salsa peruana'],43,254907,spotify:artist:7Ksq8BTaGcbM7OgVQi3y8f
Octavian,5zfEatKLDdRkgbw6sdLBAQ,male,24,,"['afroswing', 'london rap', 'uk alternative hip hop', 'uk hip hop']",50,248445,spotify:artist:5zfEatKLDdRkgbw6sdLBAQ
Vou Zuar,5x2zeeLVXEDaMHRaRmH3FD,,0,,"['pagode novo', 'roda de samba']",61,156295,spotify:artist:5x2zeeLVXEDaMHRaRmH3FD
Bappi Lahiri,2jqTyPt0UZGrthPF4KMpeN,male,67,IN,"['classic bollywood', 'filmi', 'modern bollywood']",56,2159378,spotify:artist:2jqTyPt0UZGrthPF4KMpeN
James Vincent McMorrow,7FDlvgcodNfC0IBdWevl4u,male,37,IE,"['chamber pop', 'indie folk', 'irish singer-songwriter', 'stomp and holler']",54,595238,spotify:artist:7FDlvgcodNfC0IBdWevl4u
Paweł Domagała,0Gk98lHv6LlqbWPwdMiga2,male,36,,['polish pop'],40,289731,spotify:artist:0Gk98lHv6LlqbWPwdMiga2
Naod,31KGMx2XwpugdUpJzeZOv1,,0,SE,"['swedish drill', 'swedish hip hop', 'swedish trap pop']",48,31250,spotify:artist:31KGMx2XwpugdUpJzeZOv1
Dr Fuchs,20nk8p5dhUCJF6rW1b7n0x,male,41,TR,[],0,137,spotify:artist:20nk8p5dhUCJF6rW1b7n0x
Wolker,44LskNt7FwfHPLTgLdIJy8,male,0,BE,[],41,512,spotify:artist:44LskNt7FwfHPLTgLdIJy8
Imran Khan,24BYRlsS8uIO4jA71mJ4Js,male,36,,"['desi hip hop', 'desi pop', 'desi trap', 'modern bollywood', 'pakistani hip hop']",61,2508112,spotify:artist:24BYRlsS8uIO4jA71mJ4Js
fun.,5nCi3BB41mBaMH9gfr6Su0,mixed,0,IT,"['baroque pop', 'metropopolis']",64,3422454,spotify:artist:5nCi3BB41mBaMH9gfr6Su0
Young Scooter,4cmA2QDPdzh8W2ytpyUGes,male,34,US,"['atl trap', 'drill', 'southern hip hop', 'trap']",50,573543,spotify:artist:4cmA2QDPdzh8W2ytpyUGes
Gavin Moss,6bTG3OP5laBeEb27xgfoqT,,0,,"['coverchill', 'pop edm']",46,2313,spotify:artist:6bTG3OP5laBeEb27xgfoqT
DI-RECT,0d1nFNO90pwRmCeeqjOx2Q,mixed,21,NL,"['dutch pop', 'dutch rock']",50,152161,spotify:artist:0d1nFNO90pwRmCeeqjOx2Q
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,mixed,5,KR,"['k-pop', 'k-pop boy group']",78,10733123,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH
Anna Hamilton,5l81swbnEwWXCTQiEYmATF,female,24,US,['acoustic chill'],41,62202,spotify:artist:5l81swbnEwWXCTQiEYmATF
Vaz Tè,65ddsrNChT3wol9kEIJqKY,male,28,IT,"['italian hip hop', 'rap genovese', 'trap italiana']",47,38611,spotify:artist:65ddsrNChT3wol9kEIJqKY
Okieriete Onaodowan,6G3sPhnj4JBCsBVBGvZnkk,male,32,US,['show tunes'],63,4580,spotify:artist:6G3sPhnj4JBCsBVBGvZnkk
C0PIK,4MIxXamGReTuwap0g2OdZc,,0,,[],47,55278,spotify:artist:4MIxXamGReTuwap0g2OdZc
Gerex,65DioSSCLQ9vmedjsaA45y,,0,,[],26,1125,spotify:artist:65DioSSCLQ9vmedjsaA45y
Viki Gabor,3yCRvilOBzRkyxOsOi4tsR,female,0,PL,"['polish pop', 'polish viral pop']",40,182029,spotify:artist:3yCRvilOBzRkyxOsOi4tsR
EGOIST,0k7JZhYS35IewiKNHW7KMj,mixed,22,PL,"['anime', 'anime rock', 'j-pixie']",51,717667,spotify:artist:0k7JZhYS35IewiKNHW7KMj
Karan Aujla,6DARBhWbfcS9E4yJzcliqQ,male,0,,"['desi hip hop', 'punjabi pop']",75,7426046,spotify:artist:6DARBhWbfcS9E4yJzcliqQ
Douwe Bob,6VSZeMeJlVPGoR2nfB6UxD,male,27,NL,"['dutch americana', 'dutch indie', 'dutch pop', 'dutch rock']",52,75826,spotify:artist:6VSZeMeJlVPGoR2nfB6UxD
YOUNGBAEKANSIE,7qeVrTexvzAscQpRbwTItg,,0,,"['dutch hip hop', 'dutch rap pop']",28,3539,spotify:artist:7qeVrTexvzAscQpRbwTItg
Blackalicious,42Np3r8zXnaKcjLQsQSjyG,,0,,"['alternative hip hop', 'hip hop']",42,188839,spotify:artist:42Np3r8zXnaKcjLQsQSjyG
Samantha Machado,5qQdzyIlYfzICKOVdb7XvY,female,0,BR,['trap brasileiro'],45,52674,spotify:artist:5qQdzyIlYfzICKOVdb7XvY
THRDL!FE,04O00MEN0lHEKWTwRjb1nS,,0,,['uk dance'],42,4099,spotify:artist:04O00MEN0lHEKWTwRjb1nS
lowlow,5tBnK7LvBMgvkXuePtfywp,,0,,"['italian hip hop', 'italian pop', 'rome indie']",45,462849,spotify:artist:5tBnK7LvBMgvkXuePtfywp
Gianni Bismark,26PZBCQnswFp61ccTrVJOa,male,0,,"['emo rap italiano', 'italian hip hop']",48,146773,spotify:artist:26PZBCQnswFp61ccTrVJOa
Bahadır Tatlıöz,2cJHtXWQuFgxQ0GkpE7dNR,male,0,TR,['turkish pop'],52,329299,spotify:artist:2cJHtXWQuFgxQ0GkpE7dNR
Andreas Moe,5kW2ng5av985BfqrOMRpk0,male,31,SE,"['swedish indie pop', 'swedish singer-songwriter']",38,27561,spotify:artist:5kW2ng5av985BfqrOMRpk0
Friðrik Dór,0hHSuSCpKFLU5twpJNTO3t,male,31,IS,['icelandic pop'],38,18349,spotify:artist:0hHSuSCpKFLU5twpJNTO3t
GMXYNE,1NMvnyq8Hk5b5AO0XlBtBH,male,0,SE,[],7,0,spotify:artist:1NMvnyq8Hk5b5AO0XlBtBH
Dub Sharma,5pJnHE4GkcnLYMvnMOmGZr,male,32,IN,"['desi hip hop', 'hindi hip hop']",19,20459,spotify:artist:5pJnHE4GkcnLYMvnMOmGZr
ØZI,7Icsejk4pdIhkq2KO5A0jD,male,0,,"['mandopop', 'taiwan hip hop']",63,198524,spotify:artist:7Icsejk4pdIhkq2KO5A0jD
Joe Moses,54QA4zjZDOyaLN8bVthBjP,male,0,US,"['cali rap', 'west coast trap']",44,98022,spotify:artist:54QA4zjZDOyaLN8bVthBjP
Pasabordo,6tYuW96NhiYI3sAxEDsqK4,mixed,0,CO,"['colombian pop', 'reggaeton']",48,855594,spotify:artist:6tYuW96NhiYI3sAxEDsqK4
070 Shake,12Zk1DFhCbHY6v3xep2ZjI,female,23,US,['new jersey rap'],70,505098,spotify:artist:12Zk1DFhCbHY6v3xep2ZjI
AmaLee,4sf4DrAOkheqktxTyKm7tO,male,0,ES,['otacore'],57,471250,spotify:artist:4sf4DrAOkheqktxTyKm7tO
NAATIONS,6mpxgK8EZh8VDoe6trGF0f,mixed,0,AU,['la pop'],37,4083,spotify:artist:6mpxgK8EZh8VDoe6trGF0f
Sanna Nielsen,3PvEhkL4pgu9glR6yOlYKK,female,35,SE,"['classic swedish pop', 'swedish pop']",42,54203,spotify:artist:3PvEhkL4pgu9glR6yOlYKK
Manu Gavassi,6xF3XdxG7VHRmQmTJxRqX8,female,27,BR,"['pop lgbtq+ brasileira', 'pop nacional']",47,750698,spotify:artist:6xF3XdxG7VHRmQmTJxRqX8
Rose Villain,2aya6KuqjXEhHBqYKsTPLs,,0,,"['italian hip hop', 'italian pop', 'milan indie']",60,74205,spotify:artist:2aya6KuqjXEhHBqYKsTPLs
Wes Walker,0HjYETXAvcL6mzaKjAmH2K,,0,,[],43,18331,spotify:artist:0HjYETXAvcL6mzaKjAmH2K
Dylan Scott,78YqeIji3mgAS2K1Maca6x,mixed,0,,"['contemporary country', 'country', 'country road', 'modern country rock']",67,1537153,spotify:artist:78YqeIji3mgAS2K1Maca6x
SAARA,6uD7fMzRa46LcvRCACEd2G,,0,,[],20,22375,spotify:artist:6uD7fMzRa46LcvRCACEd2G
Lyan,2GzKA5uPf3Nef6JjkUNk4H,male,0,PR,['reggaeton flow'],55,92660,spotify:artist:2GzKA5uPf3Nef6JjkUNk4H
Die Orsons,7EJwrZYRepsc1zHNkDcITg,mixed,0,DE,['german reggae'],38,169369,spotify:artist:7EJwrZYRepsc1zHNkDcITg
Raphaella,3rJPS8fYBokXpYw1mS9wr0,female,0,GB,['uk alternative pop'],51,8135,spotify:artist:3rJPS8fYBokXpYw1mS9wr0
El General Gadiel,7tETQjUDr6hqeJVd0WyuhH,,0,,[],38,1510,spotify:artist:7tETQjUDr6hqeJVd0WyuhH
Organek,2cPIQ8eVSqSKGjBQXgi3WH,mixed,0,,['polish alternative rock'],42,225675,spotify:artist:2cPIQ8eVSqSKGjBQXgi3WH
Kosso,6j2HGKxQpvoTFC5UCDq5mb,,0,,['dutch hip hop'],46,83620,spotify:artist:6j2HGKxQpvoTFC5UCDq5mb
Janne Ordén,7spvsR19EKSeN4M8HgD1oj,male,0,FI,"['finnish dance pop', 'finnish hip hop']",19,4892,spotify:artist:7spvsR19EKSeN4M8HgD1oj
SHISHAMO,6MGHit7sV38BhpChZYByFv,mixed,10,JP,"['j-pop', 'j-rock']",55,513967,spotify:artist:6MGHit7sV38BhpChZYByFv
Romy,3X2DdnmoANw8Rg8luHyZQb,,0,,[],57,85281,spotify:artist:3X2DdnmoANw8Rg8luHyZQb
Canaan Smith,0q2lY1ZzFckzciuoMtUvck,male,37,US,"['contemporary country', 'country road', 'modern country rock']",43,340349,spotify:artist:0q2lY1ZzFckzciuoMtUvck
Noah Carter,2dfY7zXIP61MKHtD175hFp,male,0,DK,"['danish hip hop', 'danish pop']",37,29520,spotify:artist:2dfY7zXIP61MKHtD175hFp
Arsenal Efectivo,2MMXs21RASEwAmU7gRheQ0,mixed,0,,"['corrido', 'corridos tumbados', 'norteno', 'sierreno']",48,574904,spotify:artist:2MMXs21RASEwAmU7gRheQ0
Klave,4hw9WaVkOzRQN6XaUqULv1,,0,,"['argentine hip hop', 'trap argentino']",43,16990,spotify:artist:4hw9WaVkOzRQN6XaUqULv1
Lijo George-Dj Chetas,5TNSXFCNwlq2CfiMcNOCDP,male,58,GB,"['desi pop', 'modern bollywood']",54,10818,spotify:artist:5TNSXFCNwlq2CfiMcNOCDP
KARD,2JhAlkmukNvarUpGhTFXUQ,male,48,US,['k-pop'],55,1915542,spotify:artist:2JhAlkmukNvarUpGhTFXUQ
Erik Follestad,0bpQng10brqSAJkmTE4M7s,male,59,FR,[],37,3875,spotify:artist:0bpQng10brqSAJkmTE4M7s
Whadi Gama,7u9RPOpEILUin8BbIUJbsj,male,19,BR,"['batidao romantico', 'funk carioca']",13,1955,spotify:artist:7u9RPOpEILUin8BbIUJbsj
JIGZAW,3syirl4cAvDZRaPleyMyS9,male,0,DE,['german hip hop'],50,141323,spotify:artist:3syirl4cAvDZRaPleyMyS9
Damien Jurado,79JJCxCCfJ8HufX6w8q2k4,male,47,US,"['chamber pop', 'stomp and holler']",48,181364,spotify:artist:79JJCxCCfJ8HufX6w8q2k4
Bankrol Hayden,0Yr4BBpK2dkCp2UsrJ9LZN,,0,,['melodic rap'],58,541877,spotify:artist:0Yr4BBpK2dkCp2UsrJ9LZN
Eli Türkoğlu,6CpTYTBIwVYGeYdxr8Irgu,male,0,TR,['turkish pop'],32,72356,spotify:artist:6CpTYTBIwVYGeYdxr8Irgu
Tepki,5DtQ3MpxpzAyDvgMNFWN1r,male,0,TR,"['turkish hip hop', 'turkish trap']",48,322408,spotify:artist:5DtQ3MpxpzAyDvgMNFWN1r
Sukhbir,7bcSOvqOKoyZqU41p5YuoJ,male,51,,"['bhangra', 'filmi', 'modern bollywood']",50,955224,spotify:artist:7bcSOvqOKoyZqU41p5YuoJ
LIZOT,12A83CWwFiyXy90ScLWPIe,mixed,0,DE,"['big room', 'german dance', 'slap house']",63,76092,spotify:artist:12A83CWwFiyXy90ScLWPIe
AKASA,4mRPyvdSBxARQIFeXXM13s,,0,,"['desi pop', 'modern bollywood']",49,121988,spotify:artist:4mRPyvdSBxARQIFeXXM13s
Ghostface Killah,6FD0unjzGQhX3b6eMccMJe,male,50,US,"['east coast hip hop', 'hardcore hip hop']",63,863003,spotify:artist:6FD0unjzGQhX3b6eMccMJe
Radiohead,4Z8W4fKeB5YxbusRsdQVPb,mixed,29,GB,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",79,9117379,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb
Postgirobygget,3DdqT0OIZY3arBWnZ3NJeb,mixed,24,,"['classic norwegian pop', 'norwegian pop', 'norwegian rock']",39,62562,spotify:artist:3DdqT0OIZY3arBWnZ3NJeb
Sunidhi Chauhan,3eDT9fwXKuHWFvgZaaYC5v,female,36,IN,"['filmi', 'modern bollywood']",72,16230003,spotify:artist:3eDT9fwXKuHWFvgZaaYC5v
Sonder,2ICR2m4hOBPhaYiZB3rnLW,mixed,0,,['experimental r&b'],69,887977,spotify:artist:2ICR2m4hOBPhaYiZB3rnLW
Rak-Su,5UyRaawCsdiVrro0WWgIVB,mixed,4,,['uk pop'],35,196555,spotify:artist:5UyRaawCsdiVrro0WWgIVB
Chloe x Halle,0AsThoR4KZSVktALiNcQwW,mixed,12,US,['r&b'],54,2328208,spotify:artist:0AsThoR4KZSVktALiNcQwW
BUMP OF CHICKEN,0hSFeqPehe7FtCNWuQ6Bsy,mixed,26,JP,"['j-pop', 'j-rock']",59,1140490,spotify:artist:0hSFeqPehe7FtCNWuQ6Bsy
Lethal Bizzle,4KGNjRvBeqS7wDrExXVN8a,male,35,GB,"['grime', 'uk hip hop']",40,176802,spotify:artist:4KGNjRvBeqS7wDrExXVN8a
Nosowska,0GykMtlKoc68Hj2jwZLXul,female,48,PL,"['polish alternative', 'polish pop']",46,117554,spotify:artist:0GykMtlKoc68Hj2jwZLXul
Mirrr,5zSQoNQ9o2dnT1LPTzDxg7,mixed,0,JP,"['thai indie pop', 'thai pop']",55,181851,spotify:artist:5zSQoNQ9o2dnT1LPTzDxg7
Cantini,0eG7BXt40ztpJQ7nUOYvg3,,0,,['pop nacional'],38,4207,spotify:artist:0eG7BXt40ztpJQ7nUOYvg3
Cody Wise,0gizY5GNZ4QV1vGB1bg0Gi,male,24,US,[],37,4482,spotify:artist:0gizY5GNZ4QV1vGB1bg0Gi
Nakash Aziz,4kq8z3vydHjPDggxb16ErB,male,35,IN,['tollywood'],62,210104,spotify:artist:4kq8z3vydHjPDggxb16ErB
Tali Goya,0LvzywQsf3X6Gt6aGAdlDq,male,29,US,"['dembow', 'drill dominicano', 'rap dominicano', 'trap dominicano']",40,149404,spotify:artist:0LvzywQsf3X6Gt6aGAdlDq
Freddy Moreira,2CU1lH3DaaajH9Cm2S2tPk,female,60,TN,"['basshall', 'dutch rap pop']",38,30233,spotify:artist:2CU1lH3DaaajH9Cm2S2tPk
Vanessa Da Mata,57pVvBwa3ZCR9LsVlkLXj7,female,44,BR,"['mpb', 'nova mpb']",61,1202616,spotify:artist:57pVvBwa3ZCR9LsVlkLXj7
Leo Ku,4F0XzHNcfvvA2I0rGqIwAQ,male,47,HK,['cantopop'],50,291234,spotify:artist:4F0XzHNcfvvA2I0rGqIwAQ
Amara Abonta,0Dhar5McHXlUdJYJhpJaI8,,0,,[],24,183,spotify:artist:0Dhar5McHXlUdJYJhpJaI8
Ødyssey,6qLB9SoM25z2JDFBcgvJ8G,,0,,[],38,20615,spotify:artist:6qLB9SoM25z2JDFBcgvJ8G
SXTEEN,3vioxUBsBBi7pmXx4KG5Vg,,0,,['dutch rap pop'],33,33005,spotify:artist:3vioxUBsBBi7pmXx4KG5Vg
Tobtok,6pcxIOhQCNb7DX2iuEXgxL,,0,US,"['deep groove house', 'deep tropical house', 'uk dance']",45,32259,spotify:artist:6pcxIOhQCNb7DX2iuEXgxL
CD9,3mOd9j63D2DAPnOzQBJhQJ,mixed,7,MX,"['latin arena pop', 'latin viral pop', 'mexican pop']",45,778353,spotify:artist:3mOd9j63D2DAPnOzQBJhQJ
Sahamies,5FxZkV0729LOnA5LlwoC8g,male,37,FI,[],27,85,spotify:artist:5FxZkV0729LOnA5LlwoC8g
Nerieš,4qla74GaFZkhFIUQvGZAEN,,0,,"['czsk hip hop', 'slovak hip hop']",44,101980,spotify:artist:4qla74GaFZkhFIUQvGZAEN
Iris DeMent,3NPZs8XgXtaWslUcnIw6rY,female,26,JP,"['arkansas country', 'folk', 'singer-songwriter']",43,80409,spotify:artist:3NPZs8XgXtaWslUcnIw6rY
Bandokay,0CqfkYr7CBuSySa4wUBChE,,0,GB,"['uk drill', 'uk hip hop']",53,164654,spotify:artist:0CqfkYr7CBuSySa4wUBChE
Ture Brute,0qpUea90ifRlk1spr5hFbY,male,64,GB,[],32,323,spotify:artist:0qpUea90ifRlk1spr5hFbY
Riverdale Cast,3famqI9bxiwLcAjRq3HuYl,mixed,0,US,['social media pop'],44,566342,spotify:artist:3famqI9bxiwLcAjRq3HuYl
Niklas Juritsch,4Nb87ZShMW1LoCrRjBJoJO,male,36,DK,[],13,408,spotify:artist:4Nb87ZShMW1LoCrRjBJoJO
Lov1,2kSCHFK5uErN4BO7IkTrHK,,0,,[],47,25299,spotify:artist:2kSCHFK5uErN4BO7IkTrHK
Canozan,4MUb8ilmrxyePXwSkG31lC,male,0,TR,"['turkish alt pop', 'turkish alternative rock', 'turkish rock']",64,435746,spotify:artist:4MUb8ilmrxyePXwSkG31lC
Julias Moon,3hKKEBEqHescWFDhTRSRVg,mixed,7,DK,"['danish electropop', 'danish pop', 'electropop']",27,15034,spotify:artist:3hKKEBEqHescWFDhTRSRVg
Jass Manak,2P9JaCtpbQSuZOgvtPrUJ8,male,26,,"['desi hip hop', 'desi pop', 'punjabi pop']",61,5098995,spotify:artist:2P9JaCtpbQSuZOgvtPrUJ8
Dengarkan Dia,0FYCcpBLjjMMnse9jIRbu3,mixed,4,KR,['indonesian pop'],37,266475,spotify:artist:0FYCcpBLjjMMnse9jIRbu3
MC Hollywood,5jjAhuJ1IyVRmm4ZsXhsRG,male,25,,"['funk carioca', 'funk paulista']",44,362504,spotify:artist:5jjAhuJ1IyVRmm4ZsXhsRG
Neffa,54dqxLAclwu0QSaTwCyCaF,male,52,IT,"['italian adult pop', 'italian pop', 'italian underground hip hop', 'rap napoletano']",51,317005,spotify:artist:54dqxLAclwu0QSaTwCyCaF
Hayko Cepkin,3hzijSzD6IwOV4SY2SiWQp,male,42,TR,"['anadolu rock', 'turkish alternative', 'turkish alternative rock', 'turkish rock']",53,846461,spotify:artist:3hzijSzD6IwOV4SY2SiWQp
Noche de Brujas,1bwsprbGyKx2vBbPAwVebl,mixed,19,CL,['cumbia chilena'],53,459849,spotify:artist:1bwsprbGyKx2vBbPAwVebl
Uniikki,1Q0Vv9aJFSOCFFHsH3seWX,male,39,FI,"['finnish dance pop', 'finnish hip hop', 'finnish pop']",33,53715,spotify:artist:1Q0Vv9aJFSOCFFHsH3seWX
Gang of Youths,142YBUGmLWCJigFLzgguf8,mixed,7,,"['australian indie', 'modern rock']",55,379651,spotify:artist:142YBUGmLWCJigFLzgguf8
Mirai,5m2pDQbSRuWbxRR1FUcHle,mixed,20,JP,"['czech pop', 'czech pop rock']",49,344308,spotify:artist:5m2pDQbSRuWbxRR1FUcHle
Amy Winehouse,6Q192DXotxtaysaqNPy5yR,female,27,GB,"['british soul', 'neo soul']",73,8619245,spotify:artist:6Q192DXotxtaysaqNPy5yR
Sarah Kinsley,34A8vV1MCxGpA14KspqQuC,female,27,DE,['gen z singer-songwriter'],49,232276,spotify:artist:34A8vV1MCxGpA14KspqQuC
Zack Ink,7uaikZmOtxXTNe5kPWv5t6,,0,,"['dutch hip hop', 'dutch trap']",39,50039,spotify:artist:7uaikZmOtxXTNe5kPWv5t6
SVEA,4XtfY4CBieEfqF3CSiPrRx,female,0,,['swedish pop'],52,11399,spotify:artist:4XtfY4CBieEfqF3CSiPrRx
Sofia Carson,7bp2lSdh12wcA8LyB1srfJ,female,27,US,['pop'],63,3569563,spotify:artist:7bp2lSdh12wcA8LyB1srfJ
Shaarib Toshi,0FJz7XR37hH69traaHLijA,,0,,"['filmi', 'modern bollywood']",63,1599413,spotify:artist:0FJz7XR37hH69traaHLijA
Zen-G,4HSiNCPhdU2snKaVJytlUM,mixed,55,NL,"['turkish hip hop', 'turkish trap']",46,194288,spotify:artist:4HSiNCPhdU2snKaVJytlUM
Julia Wu,7pSH4sO2lXAxFKF6MkwORv,female,25,TW,"['chinese electropop', 'mandopop']",44,183227,spotify:artist:7pSH4sO2lXAxFKF6MkwORv
KILLY,0gCGZZ1Ibo5QsOnll977PD,male,22,,"['canadian hip hop', 'canadian trap', 'melodic rap']",48,493946,spotify:artist:0gCGZZ1Ibo5QsOnll977PD
East 17,6lOC7lwSO1ql4Gc2Y3QObY,mixed,28,GB,"['boy band', 'europop']",50,112925,spotify:artist:6lOC7lwSO1ql4Gc2Y3QObY
Susanne Sundfør,54KCNI7URCrG6yjQK3Ukow,female,34,NO,"['art pop', 'metropopolis', 'norwegian pop', 'norwegian singer-songwriter']",50,228517,spotify:artist:54KCNI7URCrG6yjQK3Ukow
Deepend,0uGApGjjFXKwUOAqYBeX7B,mixed,0,NL,"['deep house', 'deep tropical house', 'tropical house']",61,49571,spotify:artist:0uGApGjjFXKwUOAqYBeX7B
Fmg,2cZwVNd4sK0CCJ6BqY7U9H,,0,,"['dutch hip hop', 'dutch rap pop']",43,30121,spotify:artist:2cZwVNd4sK0CCJ6BqY7U9H
Noemi,62C5P1caRIK12ndTkzNJjA,female,38,IT,"['italian adult pop', 'italian pop']",49,594613,spotify:artist:62C5P1caRIK12ndTkzNJjA
Majka,0D8reSG6hzc5KEQWZPYGFB,male,42,HU,"['hungarian edm', 'hungarian pop']",42,416027,spotify:artist:0D8reSG6hzc5KEQWZPYGFB
Mixer T,5QPMAt7Tl7S3uwMZJdpivu,mixed,0,,[],24,1429,spotify:artist:5QPMAt7Tl7S3uwMZJdpivu
Niño de Elche,5IbUz6BcOu6IVY512oxavP,male,35,,['spanish pop'],54,34722,spotify:artist:5IbUz6BcOu6IVY512oxavP
DISH//,0jJmZHZHNe8n24Y33z5Nil,mixed,0,JP,"['anime', 'j-division', 'j-pop']",55,740191,spotify:artist:0jJmZHZHNe8n24Y33z5Nil
Boyat,5Pi5TsArkLZcjikWspkyQS,,0,,[],23,736,spotify:artist:5Pi5TsArkLZcjikWspkyQS
Kiko el Crazy,3NpG6SsHaQETkdQVZH6V1E,,0,,['dembow dominicano'],48,105720,spotify:artist:3NpG6SsHaQETkdQVZH6V1E
Andi Bernadee,3NNC2X9tLFyL0nHfJuWKJ9,,0,,['malaysian pop'],39,167397,spotify:artist:3NNC2X9tLFyL0nHfJuWKJ9
Jawad Ahmad,2gXOOKY8mmJG6iwHrTq9gp,male,49,PK,"['classic pakistani pop', 'modern bollywood', 'pakistani pop']",57,204336,spotify:artist:2gXOOKY8mmJG6iwHrTq9gp
Alex Adair,1mrrvBvbrm28iYaPlJ9mG5,male,0,GB,"['deep tropical house', 'house', 'tropical house', 'uk dance']",43,42460,spotify:artist:1mrrvBvbrm28iYaPlJ9mG5
Laylow,0LnhY2fzptb0QEs5Q5gM7S,male,0,,"['cloud rap francais', 'french hip hop', 'pop urbaine']",63,730170,spotify:artist:0LnhY2fzptb0QEs5Q5gM7S
Jia Jia,5qUYuf6cIHU241KxPyDMBp,female,37,TW,['mandopop'],44,198571,spotify:artist:5qUYuf6cIHU241KxPyDMBp
Naestro,3UP5WnnFrMhewKp7cGeqQx,male,0,,[],32,5739,spotify:artist:3UP5WnnFrMhewKp7cGeqQx
Gamaliel Ruiz,4tD2lMupm0M0aQPzIFYpLE,male,0,RU,['latin christian'],16,7374,spotify:artist:4tD2lMupm0M0aQPzIFYpLE
Jd Pantoja,7yjRUA0Iz3VI4Kqa5oPJZK,male,0,CO,"['latin viral pop', 'reggaeton mexicano', 'urbano mexicano']",55,3907654,spotify:artist:7yjRUA0Iz3VI4Kqa5oPJZK
Marta Sánchez,368rTiMKMrz3b03az6B14w,female,64,ES,"['latin pop', 'spanish pop']",60,418555,spotify:artist:368rTiMKMrz3b03az6B14w
Modo Diablo,0ulX41eWF9mhfeAhOu4EU0,mixed,45,LV,['trap argentino'],42,79379,spotify:artist:0ulX41eWF9mhfeAhOu4EU0
Vitin,2d92LVCevmO89rznIQqOhL,male,32,BR,[],44,1658,spotify:artist:2d92LVCevmO89rznIQqOhL
MC Menor Mr,6ePeCaxkwQirMYsdHAXgs5,male,0,BR,"['funk carioca', 'funk consciente', 'funk mtg', 'funk ostentacao', 'funk paulista']",40,1230943,spotify:artist:6ePeCaxkwQirMYsdHAXgs5
Big Lenbo,5G1ozOoTwFiVTKjYMj1HAJ,,0,,[],40,10042,spotify:artist:5G1ozOoTwFiVTKjYMj1HAJ
Miriam Yeung,1rxk3vAYWeiBD2Q6FCezcl,female,46,HK,['cantopop'],49,356580,spotify:artist:1rxk3vAYWeiBD2Q6FCezcl
JOWST,2m0y0cDl1US03sYgxv9r6s,male,31,NO,['norwegian pop'],22,7891,spotify:artist:2m0y0cDl1US03sYgxv9r6s
KingSkurkOne,0GJpcPq3tHjeDUB8I05Wxc,male,0,NO,"['norwegian hip hop', 'norwegian pop rap']",36,7400,spotify:artist:0GJpcPq3tHjeDUB8I05Wxc
Erdem Kınay,4aCS0WLLZ3070ZDBOFJlHB,male,42,TR,['turkish pop'],48,199217,spotify:artist:4aCS0WLLZ3070ZDBOFJlHB
Idan Raichel,5EBnQEKoaiAk37Q7cfGrE1,male,42,IL,"['israeli mediterranean', 'israeli pop', 'israeli singer-songwriter']",51,641143,spotify:artist:5EBnQEKoaiAk37Q7cfGrE1
No Rome,6auWB5YAlcKaHyrbTH66nd,male,0,GB,['indietronica'],48,198840,spotify:artist:6auWB5YAlcKaHyrbTH66nd
Boris René,4DJBzPgrGYBZSY3uCv8HMJ,male,29,SE,['melodipop'],15,4839,spotify:artist:4DJBzPgrGYBZSY3uCv8HMJ
Régulo Caro,0YRwUbRxrawmnBdixwJi5W,male,38,,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']",58,1839936,spotify:artist:0YRwUbRxrawmnBdixwJi5W
BROODS,5r5Va4lVQ1zjEfbJSrmCsS,mixed,7,,"['auckland indie', 'etherpop', 'indietronica', 'metropopolis', 'nz pop']",50,491025,spotify:artist:5r5Va4lVQ1zjEfbJSrmCsS
